as_rank,asn,as_name,is_cloud,instance_count
22577,21086,TELEMEDIANET-CONSULTAREA,0,1
22581,199118,HPLS-AS,0,4
22716,215066,AQUISS-AS,0,1
22868,53914,GENESIS-HOSTING-SOLUTIONS-LLC,0,1
22917,197352,TINEXT,0,1
23087,51758,Procolix,0,17
23161,16686,EDNS,0,1
23315,208208,CYBERSE,0,1
23407,58308,CUSAE-AS,0,1
23430,206616,ch-wwcom-1,0,1
23478,197046,AS_FIXNET,0,1
23508,59637,ASRSINET,0,1
23700,205254,Valeen,0,1
23803,328853,OXAHOST-AS,0,1
24036,44460,MEDIACENTER-AS,0,1
24326,198249,OPSONE,0,2
24404,62821,AS-MNX,0,1
24486,48667,AKVILON-NET,0,1
24846,214640,HOSTUP,0,4
24846,198690,FIBRECAST,0,1
24846,198936,Tietotunkki-oy,0,1
24944,32915,KATTARE,0,1
24944,262149,,0,1
24944,26718,WOLVERINE-TRADING-TECHNOLOGIES-LLC,0,1
25103,41608,NextGenWebs-NL,0,1
25103,204119,ISPONE,0,1
25315,62082,HOSTLAND,0,1
25328,214379,SPN,0,1
25351,19625,ZTVI,0,1
25536,211552,CIVO-UK,0,2
25536,216188,Host-Unlimited,0,2
25710,214902,PFWEBSOLUTIONS,0,1
25710,395494,HIGH-RAPID-NETWORKS,0,1
25939,210226,Windcloud40-as,0,5
25945,197422,TETANEUTRAL-NET-AS,0,3
26520,51400,ASSPOJENET,0,1
26871,201155,EMBEDD-AS,0,1
26871,394056,BIFIV,0,1
26871,50163,altnet-skvelynet,0,1
26871,55001,CYBERSTREET-NET,0,1
27680,399726,XTREAM-INTERNET-01,0,1
29051,206484,ORIENTEDNET,0,1
29051,213081,ungleich-place10,0,4
29259,47516,DEHOST-INTERNET-VE-BILISIM-TEKNOLOJILERI-SAN-TIC-LTD-STI,0,1
29825,198985,AQUILENET,0,3
30033,213438,colocatel-inc,0,1
30040,43861,CIRCLEB-ASN,0,1
30040,42034,DN-SYSTEMS,0,1
30040,399700,MANSFIELD-COMMUNITY-FIBER,0,1
30438,139580,RIMUHOSTING-AS-AP,0,2
31112,397444,AS-OKI,0,1
31571,201697,SEMAPHOR-AS,0,1
32090,201409,hostshield,0,1
32090,200601,swissneutralnet,0,2
32724,201261,Watershed,0,1
32728,212567,FNMUC,0,1
33600,63311,20C,0,1
33625,396507,EMERALD-ONION,0,1
33733,197869,CIRCL,0,2
33907,51044,RHE,0,2
34036,393507,GUSHISYS,0,1
34286,206456,Fibair,0,1
34286,209998,activenet,0,1
34286,203175,rto,0,1
35997,39907,BACKUP-PL-AS,0,1
35997,208183,ROOTUNDGUESTIG,0,1
39468,206062,SpaceDataCentres,0,1
39468,61425,MLADAFRONTA,0,1
39468,208135,fluepke-net,0,1
39468,207988,PSIADE,0,1
39468,201057,MULTIMFI,0,1
39468,209327,tyktech,0,1
44393,207439,KORVESNET,0,1
44491,397554,HAPPYCYCLING,0,1
44646,209428,DSCW,0,1
44840,34689,hosteroid,0,1
45324,57692,KAPSI-AS,0,1
46449,208253,exo,0,1
46449,41981,FCIO,0,1
46449,400298,MADCITYSERVERS-LLC,0,1
46449,215659,MOEMOEKYUN,0,1
47605,196621,FREESTONE,0,1
47629,203993,STEFFANN-DC-AS,0,1
48007,47275,TORJON-AS,0,1
48007,46577,HALNET-FMT2,0,3
48146,204880,HSWAW-BGPWTF,0,3
48525,46789,LINEA-MEX,0,1
48525,203432,FAIMAISON,0,2
49698,209113,PRECEDENCE,0,1
49698,51894,AS_Mikrotikls,0,1
49698,206268,guifibages,0,2
49698,51087,BLING-AS,0,1
53814,39587,CHEAPCONNECT,0,1
53814,21247,IPSYN-AS,0,1
58774,5418,NERDNET-AS,0,1
58805,211671,PETER-HURTENBACH,0,1
58827,206059,VIVIERS-FIBRE,0,1
58903,64241,WOBSCALE,0,1
59134,53758,INVALID-NETWORK,0,2
59178,64273,ORCAS,0,2
59178,215219,sub-net,0,1
59501,399630,RMSISC,0,1
60490,60630,ARN,0,2
60490,211127,sitpi,0,1
60490,401652,,0,1
60490,395287,MSC-HQ,0,1
60490,210861,ONA,0,1
60490,133758,OZTELL-AS-AP,0,1
66960,212226,JANA,0,1
66960,207908,BLAHAJ,0,1
66960,207586,DOYLE-AS,0,1
66960,207487,routing-cafe,0,1
66960,33980,PAF,0,1
66960,207372,LUNEO,0,1
66960,400950,NULLEDLLC,0,2
66960,15980,,0,1
66960,397273,RENDER,0,1
66960,62298,CSC,0,1
66960,48686,SOLTECH-ASN,0,1
66960,214855,ROBOTSTXT,0,1
66960,214649,NETCAT,0,1
66960,211492,INFRASH,0,1
66960,208446,SPACEBEAR-AS,0,1
66960,141029,UNSL-AS-AP,0,1
66960,211547,CEDGETEC-AS,0,1
66960,401227,JOULEWORKS,0,2
66960,213359,MAZEL_BIZ_AS,0,1
